61;0;0;0;0.039969;0;0;0;0.004147;0.004727;0.003533;0;0;0.002975;0.005864;0.00637;0.008575;0.008464;0;0;0;0;0.005941;0.00486;0.005802;0.006067;0.015128;0.01737;0;0.008338
64;0.002502;0;0;0.038791;0;0;0;0.004229;0.004267;0.003803;0;0.007426;0.002737;0.005208;0.006832;0.005433;0.00471;0;0;0;0;0.005134;0.003075;0.008236;0.006664;0.015431;0;0.018961;0.007255
66;0;0.00376;0;0;0;0;0;0;0.006899;0.005131;0;0.011914;0;0;0.009943;0;0;0.005871;0;0.007597;0;0.006452;0;0;0.010508;0;0.022569;0.026406;0.01107
71;0;0;0;0.052696;0;0.004534;0.004117;0;0;0.003354;0;0.008278;0.004212;0.00597;0.008053;0.008827;0.007795;0;0.004545;0;0.008545;0;0.007017;0.007815;0;0;0.017997;0;0
73;0.002095;0.002902;0.012161;0.054767;0.002357;0.00559;0;0.005632;0;0;0.00628;0.010185;0;0;0.007422;0;0;0.005828;0.005566;0.0053;0;0.006757;0;0;0.007382;0.017956;0;0.016921;0.006395
74;0;0.003358;0;0;0.002738;0.006801;0;0.005626;0;0;0.007014;0;0.004725;0;0;0.013244;0.012186;0.007542;0.006723;0.00697;0.010858;0.007384;0.007495;0;0;0.022818;0.023269;0.025947;0.010678
76;0;0;0.016907;0;0.002063;0.006437;0;0;0.006292;0;0;0.010761;0.004024;0.005498;0;0;0.009716;0;0;0.005934;0;0;0;0;0;0;0;0;0
78;0;0.006619;0;0;0.003619;0;0;0;0;0;0.014864;0.019791;0;0.013506;0;0.022023;0;0;0.011207;0.012785;0.018465;0;0.014606;0.017032;0.016048;0;0.040203;0.045558;0.018228
79;0;0;0;0.116666;0;0;0.011968;0;0;0.007275;0;0;0.009296;0.01112;0;0;0;0;0;0.013576;0.020115;0;0.016142;0;0;0;0;0;0
80;0;0;0.036035;0.128551;0.006332;0;0.012585;0.010813;0.010885;0.008564;0;0;0.008745;0.013106;0.020227;0.023236;0.02129;0.015374;0;0;0;0.015097;0.015757;0.01627;0;0.047165;0;0;0
81;0;0;0;0;0;0;0;0.005865;0.007094;0;0.009818;0;0.004673;0.006367;0;0;0;0.008176;0.007699;0;0;0.007918;0;0.010602;0;0;0;0;0
